P13				P8	check		1P8	1check		2P8	2check		3P8	3check		4P8	4check	5P8	5check		P43
update																				
P13	check	Column	Column2	pl_copy 1 1	pl_copy 1 1 ID	coordonnées géographiques2	pl_copy 1 2	pl_copy 1 2 ID	coordonnées géographiques	pl_copy 1 3	pl_copy 1 3 ID	coordonnées géographiques3	pl_copy 2 1	pl_copy 2 1 ID	coordonnées géographiques4	pl_copy 2 2	pl_copy 2 2 ID	pl_copy 3	pl_copy 3 ID	coordonnées géographiques5	P43
53.1			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
53.10			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
53.11			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															Antoine Philibert et se trouve chez les libraires qui connoissent les bons livres
53.12																					
53.13	c		Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															Antoine Philibert
53.14			De l’imprimerie de Bagdad et se trouve à Paris	Bagdad	https://www.wikidata.org/wiki/Q1530	33.35,44.416666666667	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889												Bauche fils
53.15			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
53.16	c		Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Durand, Pissot
53.17			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
53.18																					
53.19			Bruxelles	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667															Vase
53.2	t		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															J. Nours
53.20	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Bauche
53.21	*																				
53.22			Rome	Rome	https://www.wikidata.org/wiki/Q220	41.893055555556,12.482777777778															Bemabo et Lazzarine
53.23			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
53.24			Dresde	Dresde	https://www.wikidata.org/wiki/Q1731	51.05,13.74															George Conrad Walther
53.25	m		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
53.27			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Jorry, Duchesne
53.28			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Jorry, Duchesne
53.29	n		Leyde	Leyde	https://www.wikidata.org/wiki/Q43631	52.154444444444,4.4947222222222															
53.3	m		Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	41.01224,28.976018															
53.30			Dresde	Dresde	https://www.wikidata.org/wiki/Q1731	51.05,13.74															George Conrad Walther
53.31			Berlin & Paris	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Bauche
53.32	t		Amsterdam & Leipzig & Merkus	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Leipzig	https://www.wikidata.org/wiki/Q2079	51.333333333333,12.383333333333						Merkus			Arkstée
53.33																					
53.34			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau l’aîné
53.35	c_MH		La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
53.4			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Tilliard
53.5			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
53.6	nt		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
53.7			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Huart et Moreau
53.8			Berlin	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333															
53.9			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
54.1																					
54.10			Ici	Ici																	à présent
54.11	m		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
54.12	t		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Nourse
54.14			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Pierre Marteau
54.15	t		Berlin	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333															la veuve Schütze
54.16			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
54.17	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Prault l’ainé
54.18	t		Bruxelles	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667															frères Vasse
54.19			Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	41.01224,28.976018															chez Ibrahim Muley
54.2																					Imprimée aux dépens de la société des Tilles du bon ton
54.20			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
54.21	c_MH		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
54.22																					
54.23			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Jean Nourse
54.24			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Jean Nourse
54.25	*																				
54.26	m																				
54.27			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Jehan Nourse
54.27bis			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Pierre-A. Vemey
54.28			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Pierre A. Vemey
54.29			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															aux dépens de la Compagnie
54.3			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
54.30			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Jorry
54.31			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
54.32	*																				
54.34			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau l’aîné
54.4																					
54.5			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau
54.6	cnt		Cantorbery	Canterbury	https://www.wikidata.org/wiki/Q29303	51.278333333333,1.0775															
54.7	ct		Amsterdam & Leipzig	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Leipzig	https://www.wikidata.org/wiki/Q2079	51.333333333333,12.383333333333									Arkstée et Merkus
54.8			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
54.9			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
55.1			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cailleau
55.10			Cologne	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778															
55.11			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
55.12			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															aux dépens de la Compagnie
55.13	cnt		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Paul Knapton
55.14			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau
55.15			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau l’aîné
55.17			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Gosse junior
55.18																					
55.19			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
55.2	m		Troyes	Troyes	https://www.wikidata.org/wiki/Q5489	48.298888888889,4.0780555555556															imprimerie de J. Garnier
55.20			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
55.21	n		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Marc-Michel Rey
55.22			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
55.23			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
55.24			Leipsik	Leipzig	https://www.wikidata.org/wiki/Q2079	51.333333333333,12.383333333333															
55.25	m		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															aux dépens de l’auteur
55.26			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Neaulme
55.27			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															les libraires associés
55.28			Nancy & Paris	Nancy	https://www.wikidata.org/wiki/Q40898	48.692777777778,6.1836111111111				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Michel Lambert
55.29			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Marc-Michel Rey
55.3.			Hambourg	Hambourg	https://www.wikidata.org/wiki/Q1055	53.55,10															aux dépens de la Société
55.30			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Pierre Vander Aa
55.31																					
55.32			A l’isle des Chimères	lieu de fiction																	chez tout le monde
55.33	c_MH		La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Jean Neaulme
55.34			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
55.35			La Haye & chez Jorry	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31							chez Jorry								
55.36			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Jean Neaulme
55.37			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
55.38			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau l’aîné
55.39			Chambéry & Paris	Chambéry	https://www.wikidata.org/wiki/Q165090	45.566388888889,5.9208333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Gorrin, Delormel
55.4			Troyes	Troyes	https://www.wikidata.org/wiki/Q5489	48.298888888889,4.0780555555556															Garnier
55.40	t		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
55.41			Aux Deux-Ponts	Deux-Ponts	https://www.wikidata.org/wiki/Q16017	49.249444444444,7.3608333333333															Duchesne
55.42	*		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
55.5			Avignon	Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333															
55.6			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Cailleau
55.7	*		Mandrin Saint-Geoirs	Saint-Geoirs	https://www.wikidata.org/wiki/Q1067799	45.322222222222,5.3547222222222															
55.8			Troyes	Troyes	https://www.wikidata.org/wiki/Q5489	48.298888888889,4.0780555555556															Garnier fils
55.9			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
56.1			Berlin	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333															
56.10			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															Nicolas Wandaalen
56.11			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau
56.12			La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau
56.13	c_MH		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Zacharie Chastelain, F. Mérigot
56.14			La Haye	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31															
56.15	t		Rostock	Rostock	https://www.wikidata.org/wiki/Q2861	54.083333333333,12.133333333333															Röse
56.16			Bragance	Bragance	https://www.wikidata.org/wiki/Q373528	41.8072,-6.75917															
56.17	n		A Porde-Polis	Porde-Polis																	à l’enseigne de Zéphire-Artillerie
56.18	m		La Haye & Paris	La Haye	https://www.wikidata.org/wiki/Q36600	52.08,4.31				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Sébastien Jorry
56.19			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															J. Haberkom
56.2			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
56.20	c_MH		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															veuve Quillau
56.21			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
56.22	m		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Jean Neaulme et Pierre Gosse
56.23			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Sébastien Jorry
56.24			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
56.25			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Jean Nourse
56.26	nt																				
56.27	nt		Luzacfils	Luzacfils																	
56.28	c_MH		Bruxelles	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667															
56.29	n		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau
56.3			Saint-Paul	São Paulo	https://www.wikidata.org/wiki/Q175	-21.829722222222,-49.2075															
56.30																					
56.31			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Sébastien Jorry
56.32	c_MH		[Genève]	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															[Cramer]
56.4																					
56.5			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															aux dépens de la Compagnie
56.6	n		Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau l’aîné
56.7			A la Grenouillère	La Grenouillère	https://www.wikidata.org/wiki/Q3209598																
56.8			Amsterdam & Paris	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Hochereau
56.9			Londres & Paris	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Duchesne
57.1			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															aux dépens d’une société de libraires
57.10			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															
57.11	*																				
57.13	mt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															d’Houry
57.14																					
57.15			Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															Arkstée et Merkus
