"P13"		"P47"	"P55"	"P55RP14"
"update"				"Q1"
	"check item"	"minimale Korrekturen"	"neu: Mapping der Strings auf 7 Werte"	"stated in Q1"
"97.51"		"3e personne"	"heterodiegetic"	
"97.56"	"nt"	"3e personne"	"heterodiegetic"	
"97.60"	"t"	"3e personne"	"heterodiegetic"	
"97.62"	"t"	"3e personne"	"heterodiegetic"	
"97.72"		"3e personne"	"heterodiegetic"	
"98.10"		"3e personne"	"heterodiegetic"	
"98.12"	"t"	"3e personne"	"heterodiegetic"	
"98.19"		"3e personne"	"heterodiegetic"	
"98.2"		"3e personne"	"heterodiegetic"	
"98.20"	"t"	"3e personne"	"heterodiegetic"	
"98.26"	"t"	"3e personne"	"heterodiegetic"	
"98.28"		"3e personne"	"heterodiegetic"	
"98.29"	"t"	"3e personne"	"heterodiegetic"	
"98.3"		"3e personne"	"heterodiegetic"	
"98.30"		"3e personne"	"heterodiegetic"	
"98.31"		"3e personne"	"heterodiegetic"	
"98.34"		"3e personne"	"heterodiegetic"	
"98.42"	"t"	"3e personne"	"heterodiegetic"	
"98.48"	"t"	"3e personne"	"heterodiegetic"	
"98.5"		"3e personne"	"heterodiegetic"	
"98.52"	"t"	"3e personne"	"heterodiegetic"	
"98.53"	"t"	"3e personne"	"heterodiegetic"	
"98.59"	"t"	"3e personne"	"heterodiegetic"	
"98.6"	"t"	"3e personne"	"heterodiegetic"	
"98.61"	"t"	"3e personne"	"heterodiegetic"	
"98.67"		"3e personne"	"heterodiegetic"	
"98.7"		"3e personne"	"heterodiegetic"	
"98.73"		"3e personne"	"heterodiegetic"	
"98.73bis"	"mt"	"3e personne"	"heterodiegetic"	
"98.75"		"3e personne"	"heterodiegetic"	
"98.79"	"t"	"3e personne"	"heterodiegetic"	
"98.81"		"3e personne"	"heterodiegetic"	
"98.83bis"	"t"	"3e personne"	"heterodiegetic"	
"98.89"		"3e personne"	"heterodiegetic"	
"98.91"	"nt"	"3e personne"	"heterodiegetic"	
"98.95"	"t"	"3e personne"	"heterodiegetic"	
"98.97"		"3e personne"	"heterodiegetic"	
"99.100"	"t"	"3e personne"	"heterodiegetic"	
"99.109"		"3e personne"	"heterodiegetic"	
"99.110"		"3e personne"	"heterodiegetic"	
"99.113"		"3e personne"	"heterodiegetic"	
"99.114"		"3e personne"	"heterodiegetic"	
"99.117"	"nt"	"3e personne"	"heterodiegetic"	
"99.119"		"3e personne"	"heterodiegetic"	
"99.12"	"t?"	"3e personne"	"heterodiegetic"	
"99.121"		"3e personne"	"heterodiegetic"	
"99.123"		"3e personne"	"heterodiegetic"	
"99.125"		"3e personne"	"heterodiegetic"	
"99.127"	"t"	"3e personne"	"heterodiegetic"	
"99.129"		"3e personne"	"heterodiegetic"	
"99.130"	"t"	"3e personne"	"heterodiegetic"	
"99.134"		"3e personne"	"heterodiegetic"	
"99.137"		"3e personne"	"heterodiegetic"	
"99.139"	"t"	"3e personne"	"heterodiegetic"	
"99.144"	"t"	"3e personne"	"heterodiegetic"	
"99.150"	"c_MH"	"3e personne"	"heterodiegetic"	
"99.153"	"t"	"3e personne"	"heterodiegetic"	
"99.157"		"3e personne"	"heterodiegetic"	
"99.158"		"3e personne"	"heterodiegetic"	
"99.159"		"3e personne"	"heterodiegetic"	
"99.161"		"3e personne"	"heterodiegetic"	
"99.164"	"t"	"3e personne"	"heterodiegetic"	
"99.176"	"t"	"3e personne"	"heterodiegetic"	
"99.18"		"3e personne"	"heterodiegetic"	
"99.20"		"3e personne"	"heterodiegetic"	
"99.27"	"t"	"3e personne"	"heterodiegetic"	
"99.33"		"3e personne"	"heterodiegetic"	
"99.40"		"3e personne"	"heterodiegetic"	
"99.44"		"3e personne"	"heterodiegetic"	
"99.46"		"3e personne"	"heterodiegetic"	
"99.49"		"3e personne"	"heterodiegetic"	
"99.5"	"t"	"3e personne"	"heterodiegetic"	
"99.53"		"3e personne"	"heterodiegetic"	
"99.55"	"t"	"3e personne"	"heterodiegetic"	
"99.56"	"t"	"3e personne"	"heterodiegetic"	
"99.59"		"3e personne"	"heterodiegetic"	
"99.6"		"3e personne"	"heterodiegetic"	
"99.66"		"3e personne"	"heterodiegetic"	
"99.7"	"t"	"3e personne"	"heterodiegetic"	
"99.71"		"3e personne"	"heterodiegetic"	
"99.75"		"3e personne"	"heterodiegetic"	
"99.77"		"3e personne"	"heterodiegetic"	
"99.79"		"3e personne"	"heterodiegetic"	
"99.81"		"3e personne"	"heterodiegetic"	
"99.82"		"3e personne"	"heterodiegetic"	
"99.84"	"t"	"3e personne"	"heterodiegetic"	
"99.88"		"3e personne"	"heterodiegetic"	
"99.9"	"t"	"3e personne"	"heterodiegetic"	
"99.90"	"t"	"3e personne"	"heterodiegetic"	
"99.93"	"t"	"3e personne"	"heterodiegetic"	
"99.94"	"t"	"3e personne"	"heterodiegetic"	
"99.96"		"3e personne"	"heterodiegetic"	
"54.18"	"t"	"3e personne (1re part.), récit 1re personne (2e part.), et lettres (3e et 4e part.)"	"mixed"	
"61.16"	"t"	"3e personne (biographie scandaleuse)"	"heterodiegetic"	
"75.9"	"t"	"3e personne (dans une série de lettres une femme raconte la vie d’une amie)"	"mixed"	
"99.160"		"3e personne (en prose avec quelques vers)"	"heterodiegetic"	
"96.40"		"3e personne (entremêlé de vers)"	"heterodiegetic"	
"97.71"		"3e personne (Justine), 1re personne (Juliette), avec récits intercalés 1re personne"	"mixed"	
"73.37"	"t"	"3e personne (la sultane Nurmahel raconte l’histoire au sultan Chah-Gebal, qui ajoute son commentaire)"	"heterodiegetic"	
"67.15"		"3e personne (lettre), avec le récit de Clary 1re personne"	"mixed"	
"79.1"		"3e personne (narration entrecoupée par des commentaires facétieux)"	"heterodiegetic"	
"67.1"		"3e personne (pseudo-traduction d’un manuscrit grec)"	"heterodiegetic"	
"96.9"		"3e personne (récit découpé en ’journées’)"	"heterodiegetic"	
"85.40"		"3e personne (récit raconté au cours de huit veillées chez le bon Gaudet)"	"heterodiegetic"	
"68.53"		"3e personne (un fils écrit l’histoire de son père)"	"heterodiegetic"	
"80.7"		"3e personne (un fils écrit l’histoire de son père)"	"heterodiegetic"	
"70.8"	"t"	"3e personne (une amie de l’héroïne raconte l’histoire de celle-ci)"	"heterodiegetic"	
"63.10"		"3e personne (une série de 47 ‘aventures’ forme une biographie)"	"heterodiegetic"	
"84.3"		"3e personne avec de longs dialogues"	"heterodiegetic"	
"54.10"		"3e personne avec des commentaires de la part de ceux qui écoutent l’histoire (Financier, Abbé, Actrice)"	"heterodiegetic"	
"82.40"	"t"	"3e personne avec des lettres"	"heterodiegetic"	
"96.52"		"3e personne avec des lettres et un récit 1re personne"	"heterodiegetic"	
"99.72"		"3e personne avec des récits intercalés 1re personne et des lettres"	"heterodiegetic"	
"52.29"		"3e personne avec deux longs récits intercalés"	"heterodiegetic"	
"67.12"		"3e personne avec deux récits intercalés 1re personne"	"heterodiegetic"	
"89.41"	"t"	"3e personne avec dialogues et récit 1re personne"	"heterodiegetic"	
"57.1"		"3e personne avec dialogues et un récit intercalé 1re personne"	"heterodiegetic"	
"53.9"		"3e personne avec lettres"	"heterodiegetic"	
"52.17"		"3e personne avec récit intercalé 1re personne"	"heterodiegetic"	
"57.15"		"3e personne avec récit intercalé 3e personne"	"heterodiegetic"	
"53.20"	"n"	"3e personne avec récits 1re personne"	"heterodiegetic"	
"60.22"	"t"	"3e personne avec récits 1re personne"	"heterodiegetic"	
"51.8"		"3e personne avec récits intercalés"	"heterodiegetic"	
"57.14"		"3e personne avec récits intercalés (Histoire d’Agathocle, Histoire de Séleucus)"	"heterodiegetic"	
"55.15"		"3e personne avec récits intercalés 1re et 3e personne"	"heterodiegetic"	
"51.25"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"52.1"	"t"	"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"52.24"	"n"	"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"52.41"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"53.27"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"53.34"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"53.5"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"53.7"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"54.31"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"54.34"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"54.5"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"55.36"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"55.38"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"57.2"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"60.10"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"60.19"	"t"	"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"60.3"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"60.31"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"60.7"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"62.16"	"t"	"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"69.30"		"3e personne avec récits intercalés 1re personne"	"heterodiegetic"	
"55.30"		"3e personne avec récits intercalés 3e personne"	"heterodiegetic"	
"53.14"		"3e personne avec récits intercalés à tiroir"	"heterodiegetic"	
"52.31"		"3e personne avec retour en arrière 1re personne lorsqu’Ulysse raconte ses aventures"	"heterodiegetic"	
"55.31"		"3e personne avec un long récit intercalé 1re personne"	"heterodiegetic"	
"53.32"	"t"	"3e personne avec un long récit intercalé 1re personne: Aventures d’une dame de qualité"	"heterodiegetic"	
"71.12"		"3e personne et dialogues"	"mixed"	
"52.19"		"3e personne, avec commentaire facétieux de Maclés et d’Abouc"	"heterodiegetic"	
"91.16"		"3e personne, avec contes intercalés 3e personne"	"heterodiegetic"	
"83.29"		"3e personne, avec de longs récits 1re personne"	"heterodiegetic"	
"98.46"	"t"	"3e personne, avec de longs récits 1re personne"	"heterodiegetic"	
"82.24"		"3e personne, avec de longs récits intercalés 1re personne"	"heterodiegetic"	
"96.57"	"t"	"3e personne, avec des dialogues"	"heterodiegetic"	
"00.83"	"t"	"3e personne, avec des lettres"	"heterodiegetic"	
"68.5bis"		"3e personne, avec des lettres"	"heterodiegetic"	
"86.9"		"3e personne, avec des lettres"	"heterodiegetic"	
"97.40"	"t"	"3e personne, avec des lettres"	"heterodiegetic"	
"98.71"	"t"	"3e personne, avec des lettres"	"heterodiegetic"	
"99.42"		"3e personne, avec des lettres"	"heterodiegetic"	
"96.17"		"3e personne, avec des lettres et un manuscrit"	"heterodiegetic"	
"68.57"	"t"	"3e personne, avec des récits intercalés 1re personne"	"heterodiegetic"	
"98.13"	"t"	"3e personne, avec des récits intercalés 1re personne"	"heterodiegetic"	
"95.13"		"3e personne, avec des vers et des récits intercalés 1re personne"	"heterodiegetic"	
"70.6"		"3e personne, avec des vers, en six livres"	"heterodiegetic"	
"71.22"		"3e personne, avec dialogues"	"heterodiegetic"	
"89.112"		"3e personne, avec dialogues"	"heterodiegetic"	
"89.87"	"nt"	"3e personne, avec dialogues"	"heterodiegetic"	
"96.58"	"t"	"3e personne, avec dialogues"	"heterodiegetic"	
"98.58"	"t"	"3e personne, avec dialogues"	"heterodiegetic"	
"98.96"	"t"	"3e personne, avec dialogues"	"heterodiegetic"	
"76.51"		"3e personne, avec dialogues (forme dramatique)"	"heterodiegetic"	
"90.28"		"3e personne, avec dialogues (forme dramatique)"	"heterodiegetic"	
"65.7"		"3e personne, avec histoires intercalées"	"heterodiegetic"	
"89.68"	"t?"	"3e personne, avec large utilisation des dialogues"	"mixed"	
"95.41"	"t"	"3e personne, avec large utilisation des dialogues"	"mixed"	
"97.75"	"nt"	"3e personne, avec large utilisation des dialogues"	"mixed"	
"73.26"	"t"	"3e personne, avec lettres"	"heterodiegetic"	
"00.74"		"3e personne, avec mémoires 1re personne et récits intercalés 1re personne"	"heterodiegetic"	
"66.10"		"3e personne, avec quelques lettres"	"heterodiegetic"	
"92.40"	"t"	"3e personne, avec quelques lettres"	"heterodiegetic"	
"97.23"		"3e personne, avec quelques lettres"	"heterodiegetic"	
"99.51"	"t"	"3e personne, avec quelques lettres"	"heterodiegetic"	
"99.70"		"3e personne, avec quelques lettres"	"heterodiegetic"	
"00.48"		"3e personne, avec quelques lettres et des mémoires"	"heterodiegetic"	
"98.90"		"3e personne, avec quelques vers et un récit intercalé 3e personne"	"heterodiegetic"	
"00.130"		"3e personne, avec récit 1re personne"	"heterodiegetic"	
"67.4"		"3e personne, avec récit 1re personne"	"heterodiegetic"	
"99.57"		"3e personne, avec récit 1re personne"	"heterodiegetic"	
"70.52"	"t"	"3e personne, avec récit intercalé"	"heterodiegetic"	
"97.65"		"3e personne, avec récit intercalé"	"heterodiegetic"	
"65.50"		"3e personne, avec récit intercalé (Histoire d’Almont)"	"heterodiegetic"	
"00.149"	"t"	"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"00.73"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"62.30"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"64.21"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"67.48"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"68.1"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"69.8"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"70.47"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"75.3"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"77.53"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"82.28"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"85.19"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"86.52"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"89.60"	"t"	"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"90.64"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"98.8"	"t"	"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"98.82"		"3e personne, avec récit intercalé 1re personne"	"heterodiegetic"	
"93.17"	"t"	"3e personne, avec récit intercalé à la 1re personne"	"heterodiegetic"	
"69.27"		"3e personne, avec récit oriental intercalé 1re personne"	"heterodiegetic"	
"00.153"	"t"	"3e personne, avec récits 1re personne"	"heterodiegetic"	
"00.29"		"3e personne, avec récits 1re personne"	"heterodiegetic"	
"70.77"		"3e personne, avec récits 1re personne"	"heterodiegetic"	
"78.27"		"3e personne, avec récits 1re personne"	"heterodiegetic"	
"94.6"		"3e personne, avec récits 1re personne"	"heterodiegetic"	
"97.2"	"t"	"3e personne, avec récits 1re personne"	"heterodiegetic"	
"97.42"	"t"	"3e personne, avec récits 1re personne"	"heterodiegetic"	
"97.54"	"t"	"3e personne, avec récits 1re personne"	"heterodiegetic"	
"97.57"	"t"	"3e personne, avec récits 1re personne"	"heterodiegetic"	
"98.43"		"3e personne, avec récits 1re personne"	"heterodiegetic"	
"98.64"	"t"	"3e personne, avec récits 1re personne"	"heterodiegetic"	
"66.42"	"t"	"3e personne, avec récits 1re personne et lettres"	"heterodiegetic"	
"99.97"	"t"	"3e personne, avec récits 1re personne et lettres"	"heterodiegetic"	
"66.43"	"t"	"3e personne, avec récits des personnages"	"heterodiegetic"	
"66.44"	"t"	"3e personne, avec récits des personnages"	"heterodiegetic"	
"68.17"		"3e personne, avec récits des personnages"	"heterodiegetic"	
"60.15"		"3e personne, avec récits des personnages, retours en arrière"	"heterodiegetic"	
"68.19"		"3e personne, avec récits intercalés"	"heterodiegetic"	
"72.14"		"3e personne, avec récits intercalés"	"heterodiegetic"	
"71.37"		"3e personne, avec récits intercalés 1re et 3e personne (découpés en petites divisions appelées ’folies’)"	"heterodiegetic"	
"70.67"	"t"	"3e personne, avec récits intercalés 1re et 3e personnes"	"heterodiegetic"	
"98.27"		"3e personne, avec récits intercalés 1re et 3e personnes"	"heterodiegetic"	
"73.4"		"3e personne, avec récits intercales 1re personne"	"heterodiegetic"	
"00.36"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"00.4"	"t?"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"00.49"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"00.58"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"51.10"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"62.12"	"m"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"62.37"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"64.7"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"65.29"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"65.34"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"68.46"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"68.50"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"68.54"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"69.2"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"69.20"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"69.43"	"n"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"69.50"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"70.40"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"70.57"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"71.32"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"72.6"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"73.19"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"73.29"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"79.32"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"80.14"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"83.23"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"84.39"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"84.40"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"86.34"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"86.48"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"88.13"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"88.48"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"88.69"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"89.42"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"89.55"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"89.59"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"90.1"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"90.36"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"91.39"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"92.1"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"92.17"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"92.7"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"97.29"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"97.63"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"98.22"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"98.45"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"98.51"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"98.55"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"99.13"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"99.166"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"99.170"	"t"	"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"99.28"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"99.47"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"99.68"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"99.80"		"3e personne, avec récits intercalés 1re personne"	"heterodiegetic"	
"67.5"		"3e personne, avec récits intercalés 1re personne des personnages"	"heterodiegetic"	
"70.72"		"3e personne, avec récits intercalés 3e et 1re personne"	"heterodiegetic"	
"65.24"	"t"	"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"68.51"		"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"69.49"		"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"71.48"	"t"	"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"73.1"		"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"83.44"		"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"86.30"	"t"	"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"97.52"	"c_MH"	"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"97.58"	"t"	"3e personne, avec récits intercalés 3e personne"	"heterodiegetic"	
"71.14"		"3e personne, avec récits intercalés 3e personne (nouvelles ’espagnoles’)"	"heterodiegetic"	
"67.50"	"t"	"3e personne, avec récits intercalés des personnages"	"heterodiegetic"	
"84.52"		"3e personne, avec retour en arrière 1re personne"	"heterodiegetic"	
"87.4"		"3e personne, avec retour en arrière 1re personne"	"heterodiegetic"	
"95.10"		"3e personne, avec retour en arrière 1re personne"	"heterodiegetic"	
"91.21"		"3e personne, avec retour en arrière 3e personne"	"heterodiegetic"	
"65.33"		"3e personne, avec un conte de fées oriental intercalé (Le bien mal employé)"	"heterodiegetic"	
"96.46"		"3e personne, avec un large emploi des dialogues et quelques lettres"	"mixed"	
"72.28"		"3e personne, avec un long récit 1re personne"	"heterodiegetic"	
"71.27"		"3e personne, avec un long récit intercalé"	"heterodiegetic"	
"75.25"		"3e personne, avec un long récit intercalé 1re personne"	"heterodiegetic"	
"88.64"	"t"	"3e personne, avec un long récit intercalé 1re personne"	"heterodiegetic"	
"76.49"		"3e personne, avec une lettre"	"heterodiegetic"	
"99.3"		"3e personne, avec une lettre"	"heterodiegetic"	
"00.56"		"3e personne, en prose et en vers, avec dialogues"	"heterodiegetic"	
"55.34"		"3e personne, en XII chants"	"heterodiegetic"	
"00.129"		"3e personne, et ensuite 1re personne (mémoires)"	"heterodiegetic"	
"56.3"		"3e personne, pseudo-biographie"	"heterodiegetic"	
"89.36"		"3e personne, récit 1re personne"	"heterodiegetic"	
"00.65"		"3e personne, suivie de lettres"	"mixed"	
"55.39"		"3e personne: biographie romancée"	"heterodiegetic"	
"97.33"		"3e personnes"	"heterodiegetic"	
"85.5"		"Aventures singulières: 1re personne, avec récits intercalés 1re personne"	"autodiegetic"	
"67.3"		"3e personne, avec des recits Ire personne"	"heterodiegetic"	
"94.14"		"Cadre 1 re personne, avec récit principal 1re personne"	"autodiegetic"	
"63.5"		"Cadre 1re personne"	"autodiegetic"	
"00.107"		"Cadre 1re personne et récit principal 3e personne"	"mixed"	
"62.34"	"t"	"Cadre 1re personne, avec des explications 3e personne, journal 1re personne"	"autodiegetic"	
"67.6"		"Cadre 1re personne, avec récit principal 1re personne"	"autodiegetic"	
"75.14"		"Cadre 1re personne, avec récit principal 1re personne"	"autodiegetic"	
"79.3"		"Cadre 1re personne, avec récit principal 1re personne"	"autodiegetic"	
"86.11"	"t"	"Cadre 1re personne, avec récit principal 1re personne"	"autodiegetic"	
"89.110"	"t"	"Cadre 1re personne, avec récit principal 1re personne"	"autodiegetic"	
"97.1"		"Cadre 1re personne, avec récit principal 1re personne"	"autodiegetic"	
"99.48"		"Cadre 1re personne, avec récit principal 1re personne"	"autodiegetic"	
"98.94"		"Cadre 1re personne, avec récit principal 1re personne (mais fait par un personnage autre que les héros)"	"homodiegetic"	
"94.5"		"Cadre 1re personne, avec récit principal 1re personne (mais le narrateur n’est pas le héros)"	"homodiegetic"	
"71.15"		"Cadre 1re personne, avec récit principal 3e personne"	"mixed"	
"75.35"	"nt"	"Cadre 1re personne, avec récit principal 3e personne"	"mixed"	
"81.29"		"Cadre 1re personne, avec récit principal 3e personne"	"mixed"	
"66.9"		"Cadre 1re personne, avec récit principal à la 1re personne, mais virant à la 3e"	"autodiegetic"	
"91.33"		"Cadre 1re personne, avec récits 1re personne"	"autodiegetic"	
"80.23"		"Cadre 1re personne, avec récits intercalés 1re personne"	"autodiegetic"	
"68.48"		"Cadre 1re personne, récit principal 1re personne"	"autodiegetic"	
"98.11"		"Cadre 1re personne, récit principal 1re personne"	"autodiegetic"	
"99.60"		"Cadre 1re personne, récit principal 1re personne"	"autodiegetic"	
"75.1"		"Cadre 1re personne, suivi d’une série de lettres"	"mixed"	
"99.142"	"t"	"Cadre 3e personne"	"heterodiegetic"	
"88.39"		"Cadre 3e personne avec beaucoup de dialogues et récit principal 1re personne"	"mixed"	
"89.111"		"Cadre 3e personne avec dialogues"	"mixed"	
"86.16"		"Cadre 3e personne avec les récits 1re personne de cinq religieuses"	"mixed"	
"63.6"		"Cadre 3e personne avec récit 1re personne"	"mixed"	
"52.27"		"Cadre 3e personne avec un long récit 1re personne"	"mixed"	
"70.53"	"t"	"Cadre 3e personne, avec deux récits (Histoire de Cléomire, Histoire de Bélinde)"	"heterodiegetic"	
"64.4"		"Cadre 3e personne, avec récit 1re personne"	"mixed"	
"77.37"	"t"	"Cadre 3e personne, avec récit 1re personne"	"mixed"	
"71.7"	"t"	"Cadre 3e personne, avec récit principal 1re personne"	"mixed"	
"76.13"		"Cadre 3e personne, avec récit principal 1re personne"	"mixed"	
"69.9"		"Cadre 3e personne, avec récit principal 1re personne et lettres"	"mixed"	
"83.55"		"Cadre 3e personne, avec récits 1re et 3e personnes"	"mixed"	
"00.54"		"Cadre 3e personne, suivi d’un récit principal 3e personne"	"mixed"	
"89.94"	"t"	"Cadre en forme de lettres, avec récit principal 1re personne et dialogues"	"mixed"	
"72.5"		"Cadre, avec une série de récits 3e personne (dans le style des contes moraux)"	"heterodiegetic"	
"63.14"		"Deux entretiens (contes dialogués)"	"dialogue"	
"92.2"		"Deux récits à la première personne"	"autodiegetic"	
"55.8"		"Dialogue"	"dialogue"	
"63.25"		"Dialogue"	"dialogue"	
"55.1"		"Dialogue et 3e personne"	"mixed"	
"60.9"	"t"	"Dialogue, ou plutôt récit 1re personne de Madelaine et quelques questions de la part de Julie"	"mixed"	
"87.14"		"Dialogues avec narration 3e personne"	"dialogue"	
"00.11"		"Dialogues et récits 1re personne"	"mixed"	
"56.19"		"Dialogues moraux avec contes intercalés"	"dialogue"	
"00.110"	"t"	"Dialogues, avec narration 3e personne"	"dialogue"	
"94.4"		"Dialogues, idylles, lettres en prose, avec quelques poemes"	"mixed"	
"60.27"	"m"	"En marge: 1re personne"	"autodiegetic"	
"74.4bis"	"m"	"En marge: 1re personne"	"autodiegetic"	
"84.5"	"m"	"En marge: 1re personne"	"autodiegetic"	
"86.54"	"m"	"En marge: 1re personne"	"autodiegetic"	
"88.20"	"m"	"En marge: 1re personne"	"autodiegetic"	
"89.28"	"m"	"En marge: 1re personne"	"autodiegetic"	
"99.37"	"m"	"En marge: 1re personne"	"autodiegetic"	
"80.1"	"m"	"En marge: 1re personne avec dialogues"	"mixed"	
"60.26"	"m"	"En marge: 1re personne mais avec beaucoup de narration historique 3e personne"	"mixed"	
"58.21"	"mt"	"En marge: 3e personne"	"heterodiegetic"	
